112.3403	0.0000	0
112.3410	0.0000	0.013274516
112.3417	0.0000	0.026554171
112.3424	0.0000	0.039838824
112.3431	0.0000	0.053128342
112.3438	0.0000	0.066422595
112.3445	0.0000	0.079721457
112.3452	0.0000	0.093024808
112.3459	0.0000	0.10633253
112.3466	0.0000	0.119644512
112.3473	0.0000	0.132960643
112.3480	0.0000	0.14628082
112.3487	0.0000	0.159604939
112.3494	0.0000	0.172932903
112.3501	0.0000	0.186264617
112.3508	0.0000	0.199599987
112.3515	0.0000	0.212938926
112.3522	0.0000	0.226281346
112.3529	0.0000	0.239627165
112.3536	0.0000	0.252976301
112.3544	0.0000	0.266328676
112.3553	0.0000	0.277396241
112.3561	0.0000	0.285967088
112.3570	0.0000	0.292040271
112.3578	0.0000	0.295616076
112.3587	0.0000	0.296696003
112.3595	0.0000	0.297568428
112.3604	0.0000	0.298443168
112.3612	0.0000	0.299320217
112.3621	0.0000	0.300199574
112.3629	0.0000	0.301081234
112.3638	0.0000	0.301965194
112.3646	0.0000	0.302851451
112.3655	0.0000	0.30374
112.3663	0.0000	0.304630839
112.3672	0.0000	0.305523963
112.3680	0.0000	0.30641937
112.3689	0.0000	0.307317055
112.3697	0.0000	0.308217015
112.3706	0.0000	0.309119248
112.3714	0.0000	0.310023748
112.3723	0.0000	0.310930513
112.3731	0.0000	0.311839539
112.3740	0.0000	0.312750822
112.3748	0.0000	0.31366436
112.3757	0.0000	0.314580148
112.3765	0.0000	0.315498182
112.3774	0.0000	0.31641846
112.3782	0.0000	0.317340978
112.3791	0.0000	0.318265732
112.3799	0.0000	0.319192719
112.3808	0.0000	0.320121935
112.3816	0.0000	0.321053376
112.3825	0.0000	0.321987039
112.3833	0.0000	0.322922921
112.3842	0.0000	0.323861018
112.3850	0.0000	0.324801326
112.3859	0.0000	0.325743842
112.3867	0.0000	0.326688562
112.3876	0.0000	0.327635483
112.3883	0.0000	0.328584601
112.3891	0.0000	0.328941974
112.3898	0.0000	0.328647009
112.3906	0.0000	0.327699533
112.3913	0.0000	0.326099647
112.3921	0.0000	0.323847734
112.3928	0.0000	0.32153803
112.3936	0.0000	0.319230736
112.3943	0.0000	0.316925862
112.3951	0.0000	0.314623417
112.3958	0.0000	0.312323411
112.3966	0.0000	0.310025854
112.3973	0.0000	0.307730755
112.3981	0.0000	0.305438125
112.3988	0.0000	0.303147972
112.3996	0.0000	0.300860308
112.4003	0.0000	0.298575141
112.4011	0.0000	0.296292481
112.4018	0.0000	0.294012339
112.4026	0.0000	0.291734725
112.4033	0.0000	0.289459649
112.4041	0.0000	0.28718712
112.4048	0.0000	0.284917149
112.4056	0.0000	0.282649746
112.4063	0.0000	0.280384922
112.4071	0.0000	0.278122686
112.4078	0.0000	0.275863049
112.4086	0.0000	0.273606021
112.4093	0.0000	0.271351613
112.4101	0.0000	0.269099835
112.4108	0.0000	0.266850698
112.4116	0.0000	0.264604212
112.4123	0.0000	0.262360387
112.4131	0.0000	0.260119234
112.4138	0.0000	0.257880765
112.4146	0.0000	0.255644989
112.4153	0.0000	0.253411917
112.4161	0.0000	0.251181561
112.4168	0.0000	0.248953931
112.4176	0.0000	0.246729037
112.4183	0.0000	0.244506891
112.4190	0.0000	0.244100923
112.4197	0.0000	0.245711106
112.4204	0.0000	0.249336654
112.4211	0.0000	0.25497767
112.4218	0.0000	0.26263513
112.4225	0.0000	0.270495829
112.4232	0.0000	0.278358218
112.4239	0.0000	0.286222272
112.4246	0.0000	0.294087968
112.4253	0.0000	0.301955286
112.4260	0.0000	0.309824201
112.4267	0.0000	0.317694693
112.4274	0.0000	0.325566741
112.4281	0.0000	0.333440323
112.4288	0.0000	0.341315419
112.4295	0.0000	0.349192009
112.4302	0.0000	0.357070074
112.4309	0.0000	0.364949593
112.4316	0.0000	0.372830548
112.4323	0.0000	0.380712921
112.4330	0.0000	0.388596691
112.4337	0.0000	0.396481842
112.4344	0.0000	0.404368356
112.4351	0.0000	0.412256214
112.4358	0.0000	0.4201454
112.4365	0.0000	0.428035898
112.4372	0.0000	0.435927689
112.4379	0.0000	0.443820759
112.4386	0.0000	0.45171509
