1.046070001125335693e+02,-1.773552094486309443e+02,8.621553447552261495e-01
1.046349999904632568e+02,-1.748784481756596279e+02,9.207826953893749611e-01
1.046690001487731934e+02,-1.760624543678419514e+02,9.713311189749558316e-01
1.046979999542236328e+02,-1.777688883428065765e+02,1.051475121542758906e+00
1.047239999771118164e+02,-1.811351929256171331e+02,1.222641640870258950e+00
1.047360000610351562e+02,-1.841170762400416550e+02,1.062651305588357520e+00
1.047530000209808350e+02,-1.847658377786490860e+02,1.194721090084098325e+00
1.047710001468658447e+02,-1.834243530302482270e+02,1.319807698227095649e+00
1.047899999618530273e+02,-1.832630834353170997e+02,1.355954866716005291e+00
1.048150000572204590e+02,-1.839615173315813479e+02,1.389832333645078410e+00
1.048359999656677246e+02,-1.841448963765076030e+02,1.453150680647585347e+00
1.048619999885559082e+02,-1.868895322441155145e+02,1.625950646635828889e+00
1.048780000209808350e+02,-1.887357252345450149e+02,1.741818835885568628e+00
1.048930001258850098e+02,-1.914979375662066445e+02,1.579267649125476680e+00
1.049120001792907715e+02,-1.885333357862794514e+02,1.618349630457994071e+00
1.049270000457763672e+02,-1.885658107558255097e+02,1.750826489496303484e+00
1.049409999847412109e+02,-1.870754260373503257e+02,1.853085526874950872e+00
1.049590001106262207e+02,-1.846583976414524670e+02,1.842063434670165201e+00
1.049750001430511475e+02,-1.864262503687710080e+02,1.793659873323646625e+00
1.049890000820159912e+02,-1.874912522383918656e+02,1.566385681651275341e+00
1.050090000629425049e+02,-1.885754605521267138e+02,1.667325760254193323e+00
1.050350000858306885e+02,-1.847402979155260141e+02,1.809364253200001826e+00
1.050499999523162842e+02,-1.812064544589648847e+02,1.840772934927307425e+00
1.050670001506805420e+02,-1.829378735033332930e+02,1.466626261696254652e+00
1.050789999961853027e+02,-1.882046910649884239e+02,7.472493773522783655e-01
1.050980000495910645e+02,-1.872646433226185536e+02,8.851168342686173141e-01
1.051189999580383301e+02,-1.882293070468940641e+02,8.908578487681486635e-01
1.051470000743865967e+02,-1.885556577349076122e+02,1.007169051783983083e+00
1.051630001068115234e+02,-1.899954503938290316e+02,5.926050175949146848e-01
1.051809999942779541e+02,-1.822148602302045788e+02,4.831709560454369168e-01
1.052050001621246338e+02,-1.806756077209631997e+02,5.291284543034868726e-01
1.052260000705718994e+02,-1.825548988915701614e+02,6.492264666809051121e-01
1.052540001869201660e+02,-1.818887116065699843e+02,6.261551940530609706e-01
1.052669999599456787e+02,-1.696294260464025285e+02,8.504656778554897656e-01
1.052860000133514404e+02,-1.737520401142692776e+02,9.672664307419380769e-01
1.053070001602172852e+02,-1.769651525854467593e+02,1.112062133495510086e+00
1.053320000171661377e+02,-1.755799999105969391e+02,1.307627788191628948e+00
1.053489999771118164e+02,-1.488050437498250176e+02,1.495204592471400584e+00
1.053680000305175781e+02,-1.386013064462324849e+02,1.623600364708053245e+00
1.053919999599456787e+02,-1.395309314800068989e+02,1.801590614578680860e+00
1.054110000133514404e+02,-1.546745893674903414e+02,1.854727876767991113e+00
1.054270000457763672e+02,-1.519329587850164955e+02,1.762077520116684948e+00
1.054440000057220459e+02,-1.447178884368089200e+02,1.511487855742073005e+00
1.054600000381469727e+02,-1.394319737312927998e+02,1.369412032436268856e+00
1.054880001544952393e+02,-1.475850468132952358e+02,1.422147954381108637e+00
1.055050001144409180e+02,-1.587715453704276456e+02,1.162719014263288386e+00
1.055230000019073486e+02,-1.525940249419169561e+02,1.298443989184523417e+00
1.055510001182556152e+02,-1.521414739575229191e+02,1.277299670060326076e+00
1.055650000572204590e+02,-1.624446626700072329e+02,1.222693393949029428e+00
1.055800001621246338e+02,-1.586440595032205181e+02,1.286203250694498479e+00
1.056010000705718994e+02,-1.461516620338666144e+02,1.357326927518267112e+00
1.056270000934600830e+02,-1.439051318240495618e+02,1.336129835710128333e+00
1.056470000743865967e+02,-1.482076809569375371e+02,1.697114152649460195e+00
1.056760001182556152e+02,-1.481866946184323126e+02,1.642936271970532047e+00
1.056909999847412109e+02,-1.311188394893163149e+02,1.525698300873795432e+00
1.057090001106262207e+02,-1.265041381145906030e+02,1.690615473162224269e+00
1.057250001430511475e+02,-1.273000230127502590e+02,1.640676409722743756e+00
1.057420001029968262e+02,-1.307854471967368681e+02,1.652431707767531677e+00
1.057669999599456787e+02,-1.271783957829766933e+02,1.746198476550371748e+00
1.057829999923706055e+02,-1.197485813588675683e+02,1.836485628533945924e+00
1.058020000457763672e+02,-1.225969294948026231e+02,1.891741150741679700e+00
1.058170001506805420e+02,-1.314035608202630669e+02,1.962805012482815581e+00
1.058289999961853027e+02,-1.316660801366988096e+02,1.978334580049248004e+00
1.058489999771118164e+02,-1.324313026144077696e+02,2.039314433926945114e+00
1.058610000610351562e+02,-1.274487385425318280e+02,2.021470523907500816e+00
1.058810000419616699e+02,-1.203371505521602671e+02,2.137889235497284268e+00
1.058980000019073486e+02,-1.212051714464802785e+02,2.180785335493404808e+00
1.059270000457763672e+02,-1.329205525592484491e+02,2.338629219396778591e+00
1.059409999847412109e+02,-1.344882503618560179e+02,2.254775975938446031e+00
1.059600000381469727e+02,-1.335688882016728485e+02,2.079257600740948231e+00
1.059790000915527344e+02,-1.324802915145614008e+02,2.133201524142029903e+00
1.060040001869201660e+02,-1.296227544759516661e+02,2.236706432619149698e+00
1.060160000324249268e+02,-1.305988234607512197e+02,2.431244033179531083e+00
1.060360000133514404e+02,-1.293634217813457497e+02,2.423938386924883392e+00
1.060490000247955322e+02,-1.286473545407896779e+02,2.374991978409658255e+00
1.060659999847412109e+02,-1.333259468701619994e+02,2.544904917296548330e+00
1.060859999656677246e+02,-1.358867301709967705e+02,2.608588180365095877e+00
1.061130001544952393e+02,-1.426334683126328002e+02,2.935506033533016090e+00
1.061270000934600830e+02,-1.327978436541421843e+02,3.079063107307347114e+00
1.061419999599456787e+02,-1.330506992733085951e+02,3.238626379797579613e+00
1.061600000858306885e+02,-1.340497006549421712e+02,3.515842284308081656e+00
1.061760001182556152e+02,-1.340563793880934327e+02,3.663926044020531680e+00
1.061900000572204590e+02,-1.325371752390483948e+02,3.944483120651976815e+00
1.062039999961853027e+02,-1.304023292485682930e+02,4.193749961974024387e+00
1.062250001430511475e+02,-1.298673518455369447e+02,4.291055849034661307e+00
1.062560000419616699e+02,-1.309428223686275601e+02,4.382885528766284011e+00
1.062740001678466797e+02,-1.268910659606242035e+02,4.966011381512497991e+00
1.062999999523162842e+02,-1.296059729807558085e+02,5.980216168236864860e+00
1.063129999637603760e+02,-1.365229078012573041e+02,6.911736526882052090e+00
1.063340001106262207e+02,-1.388302685644263477e+02,7.387213224404897360e+00
1.063640000820159912e+02,-1.276617526516318009e+02,8.319595053165965481e+00
1.063830001354217529e+02,-1.167991686056691378e+02,9.181881214544752368e+00
1.064110000133514404e+02,-1.148050650104536032e+02,1.009235178676103217e+01
1.064270000457763672e+02,-1.090532897895876658e+02,1.365431367578830013e+01
1.064460000991821289e+02,-1.233285762457425534e+02,3.710299961097848875e+00
1.064739999771118164e+02,-1.772330661095005269e+02,4.519127967385552225e+00
1.064880001544952393e+02,-1.159653695458644620e+02,9.051578251508335171e+00
1.065090000629425049e+02,-9.944333502701773853e+01,4.297226194178039194e+00
1.065429999828338623e+02,-3.689975607712818118e+01,2.680495136026817438e+00
1.066050000190734863e+02,-9.446191821607564520e+01,2.998991812703779569e+00
1.066349999904632568e+02,-1.491573881386122480e+02,2.224712781863796174e+00
1.066710000038146973e+02,-1.632413744712487471e+02,1.239080103123188170e+00
1.066970000267028809e+02,-1.730080605085834975e+02,4.778686034552452888e-01
1.067300000190734863e+02,-2.159788998669966418e+02,1.677595965875973150e-01
1.067599999904632568e+02,-1.855719574443269835e+02,-3.517745071131872514e-01
1.067940001487731934e+02,-6.093584218414522269e+01,-6.719259264825563349e-01
1.068220000267028809e+02,-2.223052006809175651e+01,-4.391670553953610501e-01
1.068560001850128174e+02,-2.624641867315442578e-01,-1.645213177680218131e-01
1.068849999904632568e+02,-4.362900742895373440e+01,3.375275019111034780e-01
1.069179999828338623e+02,-3.772883032589381713e+01,5.468142221628471411e-01
1.069479999542236328e+02,-7.923662760811663475e+01,1.093202801720238870e-01
1.069820001125335693e+02,-9.746214614433422696e+01,7.681847561872001684e-02
