1.030099999904632568e+02,-1.163487175402940892e+02,0.000000000000000000e+00
1.030440001487731934e+02,-1.075569656566455308e+02,1.314301990775446072e-02
1.030720000267028809e+02,-1.138171794849699694e+02,6.273817547095728031e-02
1.031060001850128174e+02,-1.176510471258191757e+02,-1.627891796232505683e-02
1.031340000629425049e+02,-1.209525006255133093e+02,-6.857775837945556674e-03
1.031690001487731934e+02,-1.049801729288180354e+02,2.682568496806125857e-02
1.031970000267028809e+02,-1.185106514220423577e+02,1.749813109933673339e-02
1.032320001125335693e+02,-1.308071783926463354e+02,6.218593009553741169e-03
1.032599999904632568e+02,-1.162862584326836952e+02,4.764174317129388214e-02
1.032940001487731934e+02,-1.310586959126539170e+02,-1.503283045348813296e-02
1.033220000267028809e+02,-1.370137694494353582e+02,-3.080459840144267325e-02
1.033560001850128174e+02,-1.220481477263186036e+02,-1.881090918755279340e-02
1.033840000629425049e+02,-1.281526988826836373e+02,-2.849218448378176838e-02
1.034179999828338623e+02,-1.343556249559713933e+02,-2.963005899195403359e-02
1.034479999542236328e+02,-1.556056040702180496e+02,-4.763278419737981828e-02
1.034810001850128174e+02,-1.444248673040137874e+02,-7.233970169665671079e-02
1.035090000629425049e+02,-1.611280480614258295e+02,-2.453210362225388685e-02
1.035429999828338623e+02,-1.653579883445848395e+02,-2.812277826834619354e-02
1.035720000267028809e+02,-1.546611672355889766e+02,7.979133168937835308e-03
1.036060001850128174e+02,-1.617548379411882138e+02,5.463166445122946691e-02
1.036360001564025879e+02,-1.686627822398776004e+02,5.041988048181766935e-02
1.036679999828338623e+02,-1.629694336720958745e+02,1.301213063531601044e-01
1.036990001201629639e+02,-1.644129304486829426e+02,1.032025937470666399e-01
1.037310001850128174e+02,-1.688405096559846186e+02,1.396389512991074167e-01
1.037599999904632568e+02,-1.751708706996364526e+02,2.593323593392911075e-01
1.037929999828338623e+02,-1.736314820639213110e+02,2.856196500944334637e-01
1.038220000267028809e+02,-1.821312756973617866e+02,3.483416271512096429e-01
1.038570001125335693e+02,-1.804976232600648984e+02,3.682134793660758465e-01
1.038849999904632568e+02,-1.764189006820517136e+02,3.588754466650270203e-01
1.039190001487731934e+02,-1.716867139496096684e+02,3.615760208304357182e-01
1.039479999542236328e+02,-1.699519760855230857e+02,4.135211052094798223e-01
1.039820001125335693e+02,-1.642664811221968932e+02,3.730441306187681771e-01
1.040090000629425049e+02,-1.673703203496912124e+02,3.670329558318849994e-01
1.040429999828338623e+02,-1.727113934018325665e+02,3.637538066679311122e-01
1.040720000267028809e+02,-1.699031800322098036e+02,3.346139172882613977e-01
1.041060001850128174e+02,-1.763449793383226449e+02,4.810677918915420292e-01
1.041370000839233398e+02,-1.765839987445112627e+02,4.374914990179066265e-01
1.041690001487731934e+02,-1.699949490169244370e+02,4.630441391193529377e-01
1.041970000267028809e+02,-1.672040888415846212e+02,4.282903471964241149e-01
1.042310001850128174e+02,-1.714066209426817693e+02,5.071462820764760515e-01
1.042590000629425049e+02,-1.744196475860714202e+02,5.559033449449133357e-01
1.042929999828338623e+02,-1.791343624572280930e+02,5.978940311988778511e-01
1.043220000267028809e+02,-1.797043494622750188e+02,6.924420584839490189e-01
1.043560001850128174e+02,-1.768347112168318631e+02,6.025780648877065993e-01
1.043849999904632568e+02,-1.739140098251612869e+02,6.151926679808212839e-01
1.044190001487731934e+02,-1.752313308886729430e+02,5.924032668709897642e-01
1.044460000991821289e+02,-1.752706468075849102e+02,6.563696425729625972e-01
1.044810001850128174e+02,-1.684993964382720719e+02,6.988107291265994725e-01
1.045090000629425049e+02,-1.752034614247768332e+02,6.753781929823654551e-01
1.045429999828338623e+02,-1.793073914335809889e+02,7.885714500299632057e-01
1.045729999542236328e+02,-1.771401107483816020e+02,7.796047772344265603e-01
